Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
2006-12-18;14:16:00;1.710;0.092;240.400;7.000;0.000;0.000;18.000
2006-12-18;14:17:00;1.708;0.092;241.170;7.000;0.000;0.000;18.000
2006-12-18;14:18:00;1.718;0.092;242.050;7.000;0.000;0.000;18.000
2006-12-18;14:19:00;1.820;0.094;241.390;7.400;0.000;0.000;18.000
2006-12-18;14:20:00;1.894;0.096;242.080;7.800;0.000;0.000;18.000
2006-12-18;14:21:00;1.876;0.090;240.910;7.800;0.000;0.000;18.000
2006-12-18;14:22:00;1.864;0.088;240.080;7.600;0.000;0.000;17.000
2006-12-18;14:23:00;1.860;0.086;239.350;7.600;0.000;0.000;18.000
2006-12-18;14:24:00;1.870;0.088;240.070;7.800;0.000;0.000;17.000
2006-12-18;14:25:00;1.876;0.090;240.560;7.800;0.000;0.000;18.000
2006-12-18;14:26:00;1.880;0.092;241.120;7.800;0.000;0.000;18.000
2006-12-18;14:27:00;1.866;0.088;240.610;7.600;0.000;0.000;18.000
2006-12-18;14:28:00;1.874;0.090;241.010;7.800;0.000;0.000;17.000
2006-12-18;14:29:00;1.864;0.084;240.590;7.600;0.000;0.000;18.000
2006-12-18;14:30:00;1.794;0.000;241.640;7.400;0.000;0.000;18.000
2006-12-18;14:31:00;1.796;0.000;241.680;7.400;0.000;0.000;18.000
2006-12-18;14:32:00;1.876;0.062;240.890;7.800;0.000;0.000;18.000
2006-12-18;14:33:00;1.876;0.064;242.140;7.600;0.000;0.000;18.000
2006-12-18;14:34:00;1.878;0.064;242.220;7.600;0.000;0.000;17.000
2006-12-18;14:35:00;1.882;0.066;242.620;7.600;0.000;0.000;18.000
2006-12-18;14:36:00;1.888;0.068;243.250;7.600;0.000;0.000;19.000
2006-12-18;14:37:00;1.890;0.068;243.640;7.600;0.000;0.000;18.000
2006-12-18;14:38:00;1.902;0.072;244.130;7.800;0.000;0.000;18.000
2006-12-18;14:39:00;1.898;0.070;243.690;7.800;0.000;0.000;18.000
2006-12-18;14:40:00;1.888;0.070;243.210;7.600;0.000;0.000;18.000
2006-12-18;14:41:00;1.894;0.070;243.750;7.600;0.000;0.000;18.000
2006-12-18;14:42:00;1.858;0.000;243.880;7.600;0.000;0.000;19.000
2006-12-18;14:43:00;1.826;0.000;243.840;7.400;0.000;0.000;18.000
2006-12-18;14:44:00;1.822;0.000;243.720;7.400;0.000;0.000;18.000
2006-12-18;14:45:00;1.828;0.000;244.370;7.400;0.000;0.000;18.000
2006-12-18;14:46:00;1.820;0.000;243.860;7.400;0.000;0.000;18.000
2006-12-18;14:47:00;1.818;0.000;243.770;7.400;0.000;0.000;19.000
2006-12-18;14:48:00;1.812;0.000;243.450;7.400;0.000;0.000;18.000
2006-12-18;14:49:00;1.804;0.000;242.760;7.400;0.000;0.000;18.000
2006-12-18;14:50:00;1.798;0.000;242.350;7.400;0.000;0.000;18.000
2006-12-18;14:51:00;1.814;0.000;243.380;7.400;0.000;0.000;18.000
2006-12-18;14:52:00;1.870;0.000;244.370;7.600;0.000;0.000;18.000
2006-12-18;14:53:00;1.934;0.102;243.780;7.800;0.000;0.000;18.000
2006-12-18;14:54:00;1.934;0.104;244.090;7.800;0.000;0.000;19.000
2006-12-18;14:55:00;1.928;0.102;243.730;7.800;0.000;0.000;18.000
2006-12-18;14:56:00;1.918;0.100;243.340;7.800;0.000;0.000;18.000
2006-12-18;14:57:00;1.902;0.096;242.360;7.800;0.000;0.000;18.000
2006-12-18;14:58:00;1.896;0.094;241.650;7.800;0.000;0.000;18.000
2006-12-18;14:59:00;1.886;0.092;240.990;7.800;0.000;0.000;17.000
2006-12-18;15:00:00;1.888;0.092;241.390;7.800;0.000;0.000;18.000
2006-12-18;15:01:00;1.886;0.092;241.140;7.800;0.000;0.000;18.000
2006-12-18;15:02:00;1.886;0.090;240.840;7.800;0.000;0.000;18.000
2006-12-18;15:03:00;2.090;0.090;241.250;8.600;0.000;0.000;18.000
2006-12-18;15:04:00;2.060;0.092;241.760;8.400;0.000;0.000;18.000
2006-12-18;15:05:00;1.888;0.096;241.970;7.800;0.000;0.000;17.000
2006-12-18;15:06:00;1.888;0.094;241.970;7.800;0.000;0.000;18.000
2006-12-18;15:07:00;1.880;0.000;242.990;7.600;0.000;0.000;18.000
2006-12-18;15:08:00;2.120;0.000;242.410;8.600;0.000;0.000;18.000
2006-12-18;15:09:00;2.116;0.000;241.920;8.600;0.000;0.000;18.000
2006-12-18;15:10:00;1.764;0.000;241.370;7.200;0.000;0.000;18.000
2006-12-18;15:11:00;1.794;0.000;242.110;7.400;0.000;0.000;18.000
2006-12-18;15:12:00;1.710;0.000;242.600;7.000;0.000;0.000;18.000
2006-12-18;15:13:00;1.708;0.064;242.250;7.000;0.000;0.000;18.000
2006-12-18;15:14:00;1.706;0.068;242.390;7.000;0.000;0.000;18.000
2006-12-18;15:15:00;1.702;0.072;242.520;7.000;0.000;0.000;18.000
2006-12-18;15:16:00;1.704;0.074;242.700;7.000;0.000;0.000;18.000
2006-12-18;15:17:00;1.702;0.074;242.670;7.000;0.000;0.000;18.000
2006-12-18;15:18:00;1.700;0.072;242.640;7.000;0.000;0.000;18.000
2006-12-18;15:19:00;1.684;0.070;241.940;6.800;0.000;0.000;18.000
2006-12-18;15:20:00;1.678;0.068;241.520;6.800;0.000;0.000;18.000
2006-12-18;15:21:00;1.680;0.068;241.820;6.800;0.000;0.000;18.000
2006-12-18;15:22:00;1.634;0.000;241.220;6.800;0.000;0.000;18.000
2006-12-18;15:23:00;1.620;0.000;241.870;6.600;0.000;0.000;18.000
2006-12-18;15:24:00;1.626;0.000;242.370;6.600;0.000;0.000;17.000
2006-12-18;15:25:00;1.626;0.000;242.440;6.600;0.000;0.000;18.000
2006-12-18;15:26:00;1.620;0.000;241.920;6.600;0.000;0.000;18.000
2006-12-18;15:27:00;1.734;0.000;240.970;7.200;0.000;0.000;18.000
2006-12-18;15:28:00;1.744;0.090;241.190;7.200;0.000;0.000;18.000
2006-12-18;15:29:00;1.800;0.088;241.210;7.400;0.000;2.000;18.000
2006-12-18;15:30:00;1.926;0.138;241.400;8.000;0.000;1.000;18.000
2006-12-18;15:31:00;2.096;0.220;241.090;8.600;0.000;1.000;17.000
2006-12-18;15:32:00;2.054;0.218;240.690;8.600;0.000;2.000;18.000
2006-12-18;15:33:00;1.828;0.228;241.970;7.600;0.000;1.000;18.000
2006-12-18;15:34:00;1.808;0.234;242.820;7.400;0.000;2.000;18.000
2006-12-18;15:35:00;1.808;0.234;243.040;7.400;0.000;1.000;18.000
2006-12-18;15:36:00;1.808;0.234;243.100;7.400;0.000;1.000;18.000
2006-12-18;15:37:00;1.812;0.236;243.490;7.400;0.000;2.000;18.000
2006-12-18;15:38:00;1.812;0.236;243.190;7.400;0.000;1.000;18.000
2006-12-18;15:39:00;1.814;0.238;243.500;7.400;0.000;2.000;19.000
2006-12-18;15:40:00;1.822;0.242;244.230;7.400;0.000;1.000;18.000
2006-12-18;15:41:00;1.806;0.236;243.170;7.400;0.000;1.000;18.000
2006-12-18;15:42:00;1.808;0.238;243.410;7.400;0.000;2.000;18.000
2006-12-18;15:43:00;1.816;0.242;244.080;7.400;0.000;1.000;18.000
2006-12-18;15:44:00;1.822;0.244;244.700;7.400;0.000;1.000;19.000
2006-12-18;15:45:00;1.766;0.164;244.610;7.200;0.000;1.000;18.000
2006-12-18;15:46:00;1.706;0.098;243.430;7.000;0.000;2.000;18.000
2006-12-18;15:47:00;1.700;0.096;243.100;7.000;0.000;1.000;18.000
2006-12-18;15:48:00;1.684;0.092;241.930;6.800;0.000;1.000;18.000
2006-12-18;15:49:00;1.688;0.094;242.220;7.000;0.000;1.000;18.000
2006-12-18;15:50:00;1.690;0.094;242.410;7.000;0.000;2.000;18.000
2006-12-18;15:51:00;1.686;0.094;242.170;6.800;0.000;1.000;18.000
2006-12-18;15:52:00;1.718;0.092;242.780;7.000;0.000;0.000;18.000
2006-12-18;15:53:00;1.714;0.080;243.540;7.000;0.000;0.000;18.000
2006-12-18;15:54:00;1.710;0.078;243.060;7.000;0.000;0.000;18.000
2006-12-18;15:55:00;1.708;0.078;243.020;7.000;0.000;0.000;18.000
2006-12-18;15:56:00;1.712;0.080;243.360;7.000;0.000;0.000;18.000
2006-12-18;15:57:00;1.714;0.080;243.590;7.000;0.000;0.000;18.000
2006-12-18;15:58:00;1.698;0.078;242.780;7.000;0.000;0.000;19.000
2006-12-18;15:59:00;1.686;0.074;242.170;6.800;0.000;0.000;17.000
2006-12-18;16:00:00;1.680;0.074;241.860;6.800;0.000;0.000;18.000
2006-12-18;16:01:00;1.686;0.074;242.310;6.800;0.000;0.000;18.000
2006-12-18;16:02:00;1.628;0.000;242.170;6.600;0.000;0.000;18.000
2006-12-18;16:03:00;1.622;0.000;242.810;6.600;0.000;0.000;18.000
2006-12-18;16:04:00;1.616;0.000;242.320;6.600;0.000;0.000;18.000
2006-12-18;16:05:00;1.610;0.000;241.700;6.600;0.000;0.000;18.000
2006-12-18;16:06:00;1.608;0.000;241.610;6.600;0.000;0.000;18.000
2006-12-18;16:07:00;1.614;0.000;242.050;6.600;0.000;0.000;18.000
2006-12-18;16:08:00;1.662;0.000;241.850;6.800;0.000;0.000;18.000
2006-12-18;16:09:00;1.730;0.106;242.080;7.000;0.000;0.000;18.000
2006-12-18;16:10:00;1.734;0.100;242.310;7.000;0.000;0.000;18.000
2006-12-18;16:11:00;1.734;0.094;242.450;7.000;0.000;0.000;18.000
2006-12-18;16:12:00;1.742;0.098;243.340;7.000;0.000;0.000;18.000
2006-12-18;16:13:00;1.748;0.100;243.830;7.200;0.000;0.000;18.000
2006-12-18;16:14:00;1.748;0.102;244.050;7.000;0.000;0.000;18.000
2006-12-18;16:15:00;1.738;0.106;243.760;7.000;0.000;0.000;18.000
2006-12-18;16:16:00;1.720;0.110;242.940;7.000;0.000;0.000;19.000
2006-12-18;16:17:00;1.720;0.110;242.900;7.000;0.000;0.000;18.000
2006-12-18;16:18:00;1.722;0.112;243.160;7.000;0.000;0.000;18.000
2006-12-18;16:19:00;1.700;0.104;241.450;7.000;0.000;0.000;17.000
2006-12-18;16:20:00;1.700;0.104;241.530;7.000;0.000;0.000;18.000
2006-12-18;16:21:00;1.714;0.110;242.570;7.000;0.000;0.000;18.000
2006-12-18;16:22:00;1.728;0.114;243.740;7.000;0.000;0.000;19.000
2006-12-18;16:23:00;1.696;0.054;243.830;6.800;0.000;0.000;18.000
2006-12-18;16:24:00;1.648;0.000;244.220;6.600;0.000;0.000;18.000
2006-12-18;16:25:00;1.646;0.000;244.630;6.600;0.000;0.000;18.000
2006-12-18;16:26:00;1.646;0.000;244.540;6.600;0.000;0.000;19.000
2006-12-18;16:27:00;1.646;0.000;244.510;6.600;0.000;0.000;18.000
2006-12-18;16:28:00;1.638;0.000;243.930;6.600;0.000;0.000;18.000
2006-12-18;16:29:00;1.644;0.000;244.370;6.600;0.000;0.000;18.000
2006-12-18;16:30:00;1.638;0.000;244.020;6.600;0.000;0.000;18.000
2006-12-18;16:31:00;1.642;0.000;244.300;6.600;0.000;0.000;19.000
2006-12-18;16:32:00;1.720;0.058;244.710;7.000;0.000;0.000;18.000
2006-12-18;16:33:00;1.714;0.082;244.040;7.000;0.000;0.000;18.000
2006-12-18;16:34:00;2.332;0.462;242.340;10.000;0.000;0.000;18.000
2006-12-18;16:35:00;2.544;0.582;241.140;11.000;0.000;0.000;18.000
2006-12-18;16:36:00;2.536;0.578;241.320;11.000;0.000;0.000;18.000
2006-12-18;16:37:00;2.622;0.582;241.440;11.200;0.000;0.000;18.000
2006-12-18;16:38:00;2.600;0.576;240.880;11.200;0.000;0.000;17.000
2006-12-18;16:39:00;2.550;0.580;240.890;11.000;0.000;0.000;18.000
2006-12-18;16:40:00;2.522;0.576;241.180;10.800;0.000;0.000;18.000
2006-12-18;16:41:00;2.518;0.576;240.960;10.800;0.000;0.000;18.000
2006-12-18;16:42:00;1.628;0.000;242.200;6.600;0.000;0.000;18.000
2006-12-18;16:43:00;2.154;0.302;242.020;9.200;0.000;0.000;18.000
2006-12-18;16:44:00;2.462;0.474;241.380;10.600;0.000;0.000;17.000
2006-12-18;16:45:00;2.456;0.472;241.200;10.400;0.000;0.000;18.000
2006-12-18;16:46:00;2.558;0.514;242.550;11.000;0.000;0.000;18.000
2006-12-18;16:47:00;2.714;0.646;242.590;11.600;0.000;0.000;18.000
2006-12-18;16:48:00;2.682;0.636;241.560;11.600;0.000;0.000;18.000
2006-12-18;16:49:00;2.466;0.498;241.910;10.600;0.000;0.000;18.000
2006-12-18;16:50:00;2.400;0.510;241.240;10.400;0.000;0.000;18.000
2006-12-18;16:51:00;2.578;0.598;241.130;11.000;0.000;0.000;18.000
2006-12-18;16:52:00;2.554;0.586;241.000;11.000;0.000;0.000;17.000
2006-12-18;16:53:00;1.724;0.110;242.440;7.000;0.000;0.000;18.000
2006-12-18;16:54:00;1.748;0.108;242.070;7.200;0.000;0.000;18.000
2006-12-18;16:55:00;1.828;0.104;241.950;7.400;0.000;0.000;18.000
2006-12-18;16:56:00;1.926;0.102;241.550;8.000;0.000;0.000;18.000
2006-12-18;16:57:00;1.908;0.096;240.360;7.800;0.000;0.000;18.000
2006-12-18;16:58:00;1.898;0.092;239.690;7.800;0.000;0.000;17.000
2006-12-18;16:59:00;1.868;0.094;239.960;7.800;0.000;0.000;18.000
2006-12-18;17:00:00;1.946;0.088;239.070;8.000;0.000;0.000;17.000
2006-12-18;17:01:00;1.804;0.000;240.260;7.400;0.000;0.000;18.000
2006-12-18;17:02:00;1.764;0.000;240.630;7.200;0.000;0.000;18.000
2006-12-18;17:03:00;1.752;0.000;239.650;7.200;0.000;0.000;17.000
2006-12-18;17:04:00;1.744;0.000;239.100;7.200;0.000;0.000;18.000
2006-12-18;17:05:00;1.752;0.000;239.720;7.200;0.000;0.000;17.000
2006-12-18;17:06:00;1.732;0.000;238.260;7.200;0.000;0.000;18.000
2006-12-18;17:07:00;1.736;0.000;238.490;7.200;0.000;0.000;17.000
2006-12-18;17:08:00;1.746;0.000;238.750;7.200;0.000;0.000;18.000
2006-12-18;17:09:00;1.742;0.000;238.410;7.200;0.000;0.000;17.000
2006-12-18;17:10:00;1.762;0.000;239.920;7.200;0.000;0.000;18.000
2006-12-18;17:11:00;1.854;0.000;239.330;7.600;0.000;0.000;17.000
2006-12-18;17:12:00;1.934;0.000;239.330;8.000;0.000;0.000;18.000
2006-12-18;17:13:00;2.240;0.060;238.750;9.400;0.000;0.000;17.000
2006-12-18;17:14:00;2.528;0.062;238.750;10.600;0.000;0.000;18.000
2006-12-18;17:15:00;2.804;0.058;238.250;11.600;0.000;0.000;17.000
2006-12-18;17:16:00;2.932;0.056;237.880;12.200;0.000;0.000;17.000
2006-12-18;17:17:00;3.046;0.064;238.390;12.800;0.000;0.000;18.000
2006-12-18;17:18:00;2.908;0.058;237.870;12.200;0.000;0.000;17.000
2006-12-18;17:19:00;2.618;0.058;238.090;11.000;0.000;0.000;17.000
2006-12-18;17:20:00;2.706;0.054;237.110;11.400;0.000;0.000;18.000
2006-12-18;17:21:00;2.770;0.052;237.910;11.600;0.000;0.000;17.000
2006-12-18;17:22:00;2.492;0.000;238.960;10.400;0.000;0.000;17.000
2006-12-18;17:23:00;1.950;0.000;239.130;8.000;0.000;0.000;18.000
2006-12-18;17:24:00;1.956;0.000;239.570;8.000;0.000;0.000;18.000
2006-12-18;17:25:00;2.068;0.122;239.480;8.600;0.000;0.000;17.000
2006-12-18;17:26:00;2.036;0.108;239.940;8.400;0.000;0.000;18.000
2006-12-18;17:27:00;1.876;0.094;240.220;7.800;0.000;0.000;17.000
2006-12-18;17:28:00;1.828;0.090;238.990;7.600;0.000;0.000;18.000
2006-12-18;17:29:00;1.818;0.088;238.350;7.600;0.000;0.000;17.000
2006-12-18;17:30:00;2.186;0.210;238.180;9.200;0.000;0.000;18.000
2006-12-18;17:31:00;1.982;0.086;238.540;8.200;0.000;0.000;17.000
2006-12-18;17:32:00;1.978;0.086;238.530;8.200;0.000;0.000;17.000
2006-12-18;17:33:00;1.970;0.084;238.410;8.200;0.000;0.000;18.000
2006-12-18;17:34:00;1.974;0.086;238.790;8.200;0.000;0.000;17.000
2006-12-18;17:35:00;1.988;0.090;239.700;8.200;0.000;0.000;18.000
2006-12-18;17:36:00;1.984;0.086;239.310;8.200;0.000;0.000;17.000
2006-12-18;17:37:00;2.316;0.290;238.640;10.000;0.000;0.000;18.000
2006-12-18;17:38:00;2.812;0.566;237.690;12.200;0.000;0.000;17.000
2006-12-18;17:39:00;2.776;0.522;237.550;12.000;0.000;0.000;17.000
2006-12-18;17:40:00;2.722;0.440;237.970;11.600;0.000;0.000;18.000
2006-12-18;17:41:00;2.392;0.248;238.130;10.400;0.000;0.000;17.000
2006-12-18;17:42:00;1.890;0.000;238.850;7.800;0.000;0.000;18.000
2006-12-18;17:43:00;1.896;0.000;239.300;7.800;0.000;0.000;17.000
2006-12-18;17:44:00;1.952;0.000;239.380;8.200;0.000;0.000;18.000
2006-12-18;17:45:00;1.978;0.078;239.380;8.200;0.000;1.000;17.000
2006-12-18;17:46:00;1.912;0.080;239.440;8.000;0.000;2.000;18.000
2006-12-18;17:47:00;1.800;0.080;239.060;7.400;0.000;1.000;17.000
2006-12-18;17:48:00;1.818;0.078;238.540;7.600;0.000;1.000;18.000
2006-12-18;17:49:00;1.870;0.080;239.220;7.800;0.000;2.000;17.000
2006-12-18;17:50:00;1.858;0.076;238.400;7.800;0.000;1.000;18.000
2006-12-18;17:51:00;1.868;0.078;238.830;7.800;0.000;1.000;17.000
2006-12-18;17:52:00;1.942;0.154;238.950;8.200;0.000;2.000;18.000
2006-12-18;17:53:00;2.252;0.182;238.900;9.400;0.000;1.000;17.000
2006-12-18;17:54:00;2.604;0.178;238.020;10.800;0.000;2.000;17.000
2006-12-18;17:55:00;2.652;0.180;238.250;11.000;0.000;1.000;18.000
2006-12-18;17:56:00;2.654;0.176;237.650;11.200;0.000;1.000;17.000
2006-12-18;17:57:00;2.646;0.174;237.320;11.000;0.000;2.000;17.000
2006-12-18;17:58:00;2.384;0.176;236.820;10.000;0.000;1.000;18.000
2006-12-18;17:59:00;2.394;0.192;237.440;10.000;0.000;1.000;17.000
2006-12-18;18:00:00;2.786;0.178;237.250;11.800;0.000;2.000;17.000
2006-12-18;18:01:00;2.728;0.128;236.520;11.400;0.000;1.000;17.000
2006-12-18;18:02:00;2.606;0.074;237.630;10.800;0.000;1.000;17.000
2006-12-18;18:03:00;2.496;0.184;238.250;10.400;0.000;2.000;18.000
2006-12-18;18:04:00;2.778;0.276;237.150;11.600;0.000;1.000;17.000
2006-12-18;18:05:00;2.598;0.212;236.560;11.000;0.000;1.000;17.000
2006-12-18;18:06:00;2.604;0.202;237.330;11.000;0.000;1.000;17.000
2006-12-18;18:07:00;2.610;0.204;237.600;11.000;0.000;1.000;18.000
2006-12-18;18:08:00;2.594;0.200;236.910;11.000;0.000;2.000;17.000
2006-12-18;18:09:00;2.582;0.196;235.980;10.800;0.000;1.000;17.000
2006-12-18;18:10:00;2.770;0.194;235.920;11.600;0.000;1.000;17.000
2006-12-18;18:11:00;2.814;0.138;235.490;11.800;0.000;1.000;17.000
2006-12-18;18:12:00;2.782;0.076;235.870;11.800;0.000;0.000;17.000
2006-12-18;18:13:00;2.620;0.078;235.620;11.000;0.000;0.000;17.000
2006-12-18;18:14:00;2.510;0.076;234.670;10.600;0.000;0.000;17.000
2006-12-18;18:15:00;2.520;0.072;233.770;10.800;0.000;0.000;17.000
2006-12-18;18:16:00;2.650;0.070;233.330;11.200;0.000;0.000;16.000
2006-12-18;18:17:00;2.684;0.078;233.580;11.400;0.000;0.000;17.000
2006-12-18;18:18:00;2.580;0.000;233.950;11.000;0.000;0.000;17.000
2006-12-18;18:19:00;2.550;0.054;232.740;10.800;0.000;0.000;16.000
2006-12-18;18:20:00;2.558;0.052;233.240;10.800;0.000;0.000;17.000
2006-12-18;18:21:00;2.678;0.048;235.790;11.200;0.000;0.000;17.000
2006-12-18;18:22:00;2.396;0.000;236.110;10.000;0.000;0.000;17.000
2006-12-18;18:23:00;2.442;0.000;236.130;10.200;0.000;0.000;17.000
2006-12-18;18:24:00;2.464;0.000;236.900;10.400;0.000;0.000;17.000
2006-12-18;18:25:00;2.472;0.000;237.350;10.400;0.000;0.000;18.000
2006-12-18;18:26:00;2.292;0.000;237.440;9.600;0.000;0.000;17.000
2006-12-18;18:27:00;1.880;0.048;237.910;7.800;0.000;0.000;17.000
2006-12-18;18:28:00;1.876;0.046;238.460;7.800;0.000;0.000;18.000
2006-12-18;18:29:00;1.708;0.046;237.840;7.200;0.000;0.000;17.000
2006-12-18;18:30:00;1.696;0.048;236.880;7.000;0.000;0.000;17.000
2006-12-18;18:31:00;1.688;0.048;236.400;7.000;0.000;0.000;17.000
2006-12-18;18:32:00;1.486;0.000;237.410;6.200;0.000;0.000;18.000
2006-12-18;18:33:00;2.080;0.054;236.530;8.800;0.000;0.000;17.000
2006-12-18;18:34:00;2.214;0.054;236.730;9.200;0.000;0.000;17.000
2006-12-18;18:35:00;2.212;0.052;236.500;9.200;0.000;0.000;17.000
2006-12-18;18:36:00;2.228;0.056;237.480;9.400;0.000;0.000;17.000
2006-12-18;18:37:00;2.224;0.058;237.950;9.200;0.000;0.000;18.000
2006-12-18;18:38:00;2.212;0.058;237.630;9.200;0.000;0.000;17.000
2006-12-18;18:39:00;2.226;0.060;238.530;9.200;0.000;0.000;17.000
2006-12-18;18:40:00;2.222;0.060;238.430;9.200;0.000;0.000;18.000
2006-12-18;18:41:00;2.240;0.072;237.970;9.400;0.000;0.000;17.000
2006-12-18;18:42:00;2.258;0.088;238.190;9.400;0.000;0.000;17.000
2006-12-18;18:43:00;2.266;0.092;238.990;9.400;0.000;0.000;18.000
2006-12-18;18:44:00;2.254;0.090;238.290;9.400;0.000;0.000;17.000
2006-12-18;18:45:00;2.238;0.086;237.360;9.400;0.000;0.000;18.000
2006-12-18;18:46:00;2.242;0.088;237.860;9.400;0.000;0.000;17.000
2006-12-18;18:47:00;2.254;0.088;237.610;9.400;0.000;0.000;17.000
2006-12-18;18:48:00;2.740;0.078;236.890;11.600;0.000;0.000;17.000
2006-12-18;18:49:00;2.786;0.084;238.150;11.600;0.000;0.000;18.000
2006-12-18;18:50:00;2.764;0.080;237.060;11.600;0.000;0.000;17.000
2006-12-18;18:51:00;2.636;0.086;237.030;11.000;0.000;0.000;17.000
2006-12-18;18:52:00;2.568;0.084;236.130;10.800;0.000;0.000;17.000
2006-12-18;18:53:00;2.560;0.084;235.770;10.800;0.000;0.000;17.000
2006-12-18;18:54:00;2.562;0.084;235.950;10.800;0.000;0.000;17.000
2006-12-18;18:55:00;2.560;0.084;235.880;10.800;0.000;0.000;17.000
2006-12-18;18:56:00;2.524;0.000;236.360;10.600;0.000;0.000;17.000
2006-12-18;18:57:00;2.480;0.000;236.460;10.400;0.000;0.000;18.000
2006-12-18;18:58:00;2.482;0.000;236.520;10.400;0.000;0.000;17.000
2006-12-18;18:59:00;1.622;0.000;237.880;7.000;0.000;0.000;3.000
2006-12-18;19:00:00;1.456;0.000;237.090;6.000;0.000;0.000;0.000
2006-12-18;19:01:00;1.456;0.000;237.060;6.000;0.000;0.000;0.000
2006-12-18;19:02:00;1.456;0.000;237.020;6.000;0.000;0.000;0.000
2006-12-18;19:03:00;1.452;0.000;236.810;6.000;0.000;0.000;0.000
2006-12-18;19:04:00;1.456;0.000;237.150;6.000;0.000;0.000;0.000
2006-12-18;19:05:00;1.466;0.000;238.070;6.000;0.000;0.000;0.000
2006-12-18;19:06:00;1.464;0.000;237.980;6.000;0.000;0.000;0.000
2006-12-18;19:07:00;1.364;0.000;238.000;5.600;0.000;0.000;0.000
2006-12-18;19:08:00;1.372;0.000;238.530;5.600;0.000;0.000;0.000
2006-12-18;19:09:00;1.380;0.000;238.470;5.800;0.000;0.000;0.000
2006-12-18;19:10:00;1.512;0.000;238.120;6.200;0.000;0.000;0.000
2006-12-18;19:11:00;1.634;0.000;237.830;6.800;0.000;0.000;0.000
2006-12-18;19:12:00;1.710;0.000;238.090;7.200;0.000;0.000;0.000
2006-12-18;19:13:00;2.028;0.406;236.340;8.800;0.000;0.000;0.000
2006-12-18;19:14:00;2.300;0.430;235.840;9.800;0.000;0.000;0.000
2006-12-18;19:15:00;2.318;0.412;235.340;10.000;0.000;0.000;0.000
2006-12-18;19:16:00;2.294;0.354;235.240;9.800;0.000;0.000;0.000
2006-12-18;19:17:00;2.050;0.216;235.930;8.600;0.000;0.000;0.000
2006-12-18;19:18:00;2.154;0.212;235.980;9.000;0.000;0.000;0.000
2006-12-18;19:19:00;3.536;0.194;234.560;15.600;0.000;22.000;0.000
2006-12-18;19:20:00;4.314;0.282;233.190;18.400;0.000;37.000;0.000
2006-12-18;19:21:00;4.250;0.312;233.860;18.200;0.000;36.000;0.000
2006-12-18;19:22:00;4.714;0.394;233.740;20.200;0.000;37.000;0.000
2006-12-18;19:23:00;4.642;0.400;233.620;19.800;0.000;36.000;0.000
2006-12-18;19:24:00;4.580;0.390;232.510;19.600;0.000;37.000;0.000
2006-12-18;19:25:00;4.684;0.384;231.980;20.200;0.000;36.000;0.000
2006-12-18;19:26:00;4.836;0.380;231.950;20.800;0.000;36.000;0.000
2006-12-18;19:27:00;4.762;0.368;231.970;20.600;0.000;37.000;0.000
2006-12-18;19:28:00;4.680;0.284;231.760;20.200;0.000;36.000;0.000
2006-12-18;19:29:00;4.678;0.282;231.850;20.200;0.000;36.000;0.000
2006-12-18;19:30:00;5.436;0.408;230.940;23.800;0.000;36.000;0.000
2006-12-18;19:31:00;6.158;0.442;229.080;27.000;0.000;36.000;0.000
2006-12-18;19:32:00;4.868;0.452;231.810;21.600;0.000;15.000;0.000
2006-12-18;19:33:00;4.300;0.432;232.620;18.800;0.000;3.000;0.000
2006-12-18;19:34:00;4.058;0.300;233.050;18.000;0.000;27.000;0.000
2006-12-18;19:35:00;3.758;0.472;233.680;16.400;0.000;0.000;0.000
2006-12-18;19:36:00;4.012;0.478;234.290;17.200;0.000;1.000;0.000
2006-12-18;19:37:00;3.166;0.336;235.100;13.800;0.000;1.000;0.000
2006-12-18;19:38:00;2.164;0.160;235.940;9.600;0.000;1.000;0.000
2006-12-18;19:39:00;1.786;0.118;236.380;7.600;0.000;1.000;0.000
2006-12-18;19:40:00;1.796;0.120;236.880;7.600;0.000;2.000;0.000
2006-12-18;19:41:00;1.772;0.148;236.800;7.400;0.000;1.000;0.000
2006-12-18;19:42:00;1.744;0.162;236.490;7.400;0.000;1.000;0.000
2006-12-18;19:43:00;1.724;0.148;235.900;7.200;0.000;1.000;0.000
2006-12-18;19:44:00;1.710;0.120;235.770;7.200;0.000;0.000;0.000
2006-12-18;19:45:00;1.742;0.124;236.560;7.400;0.000;1.000;0.000
2006-12-18;19:46:00;1.846;0.114;236.230;7.800;0.000;1.000;0.000
2006-12-18;19:47:00;1.876;0.114;235.240;8.000;0.000;2.000;0.000
2006-12-18;19:48:00;1.746;0.128;235.400;7.400;0.000;1.000;0.000
2006-12-18;19:49:00;1.718;0.148;235.020;7.200;0.000;1.000;0.000
2006-12-18;19:50:00;2.010;0.200;234.700;8.600;0.000;5.000;0.000
2006-12-18;19:51:00;1.994;0.198;235.290;8.400;0.000;6.000;0.000
2006-12-18;19:52:00;1.988;0.194;235.580;8.400;0.000;5.000;0.000
2006-12-18;19:53:00;1.986;0.194;235.670;8.400;0.000;5.000;0.000
2006-12-18;19:54:00;1.848;0.182;236.220;7.800;0.000;4.000;0.000
